filename,AlarmDescription,AlarmDuration,Distance,StartTime,SubjectApproachType,SubjectDescription,SubjectOrientation
SZTR/video/SZTRA102a05.mov,Fence Attack,00:01:34,15,00:00:20,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA102a06.mov,Fence Attack,00:00:51,10,00:00:54,Run,One person,Perpendicular
SZTR/video/SZTRA102a07.mov,Fence Attack,00:00:52,15,00:00:02,Run,One person,Perpendicular
SZTR/video/SZTRA102a08.mov,Fence Attack,00:02:04,10,00:00:17,Creep Walk,One person,Diagonal
SZTR/video/SZTRA102a09.mov,Fence Attack,00:00:45,30,00:00:09,Run,One person,Perpendicular
SZTR/video/SZTRA102a10.mov,Fence Attack,00:00:46,10,00:00:12,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA102b01.mov,Fence Attack,00:01:05,10,00:04:58,Walk,One person,Perpendicular
SZTR/video/SZTRA102b02.mov,Fence Attack,00:01:01,10,00:00:17,Walk,Two People,Perpendicular
SZTR/video/SZTRA102b03.mov,Fence Attack,00:00:49,10,00:00:14,Crouch Walk,One person,Perpendicular
SZTR/video/SZTRA102b04.mov,Fence Attack,00:00:49,30,00:00:22,Run,One person,Perpendicular
SZTR/video/SZTRA102b05.mov,Fence Attack,00:01:01,15,00:00:06,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA102b06.mov,Fence Attack,00:00:52,30,00:00:02,Crouch Walk,One person,Perpendicular
SZTR/video/SZTRA102b07.mov,Fence Attack,00:01:04,10,00:00:49,Crawl,One person,Perpendicular
SZTR/video/SZTRA102b08.mov,Fence Attack,00:01:28,30,00:00:07,Body Drag,One person,Perpendicular
SZTR/video/SZTRA102b09.mov,Fence Attack,00:00:45,10,00:00:06,Run,One person,Perpendicular
SZTR/video/SZTRA102b10.mov,Fence Attack,00:02:08,30,00:00:09,Creep Walk,One person,Diagonal
SZTR/video/SZTRA102b11.mov,Fence Attack,00:00:52,30,00:00:12,Log Roll,One person,Perpendicular
SZTR/video/SZTRA102b12.mov,Fence Attack,00:00:49,10,00:00:11,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA102b13.mov,Fence Attack,00:00:19,30,00:00:20,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA103a01.mov,Fence Attack,00:00:55,15,00:05:19,Walk,One person,Perpendicular
SZTR/video/SZTRA103a02.mov,Fence Attack,00:01:07,15,00:00:07,Walk,Two People,Perpendicular
SZTR/video/SZTRA103a03.mov,Fence Attack,00:01:09,15,00:00:12,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA103a04.mov,Fence Attack,00:01:12,15,00:00:03,Run,One person,Perpendicular
SZTR/video/SZTRA103a05.mov,Fence Attack,00:01:00,30,00:00:07,Walk,One person,Perpendicular
SZTR/video/SZTRA103a06.mov,Fence Attack,00:00:57,30,00:00:04,Walk,Two People,Perpendicular
SZTR/video/SZTRA103a07.mov,Fence Attack,00:01:44,10,00:00:11,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA103a08.mov,Fence Attack,00:01:27,15,00:00:04,Body Drag,One person,Perpendicular
SZTR/video/SZTRA103a09.mov,Fence Attack,00:00:49,10,00:00:15,Run,One person,Perpendicular
SZTR/video/SZTRA103a10.mov,Fence Attack,00:00:59,30,00:00:03,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA103a11.mov,Fence Attack,00:01:06,15,00:00:14,Walk,One person,Diagonal
SZTR/video/SZTRA103a12.mov,Fence Attack,00:00:48,30,00:00:07,Crouch Walk,One person,Diagonal
SZTR/video/SZTRA103a13.mov,Fence Attack,00:01:06,30,00:00:05,Crawl,One person,Perpendicular
SZTR/video/SZTRA103a14.mov,Fence Attack,00:01:11,10,00:00:02,Crawl,One person,Perpendicular
SZTR/video/SZTRA103a15.mov,Fence Attack,00:00:59,10,00:00:06,Log Roll,One person,Perpendicular
SZTR/video/SZTRA103a16.mov,Fence Attack,00:01:00,30,00:00:07,Run,One person,Perpendicular
SZTR/video/SZTRA103a17.mov,Fence Attack,00:00:27,10,00:00:09,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA103b01.mov,Fence Attack,00:01:00,15,00:06:13,Walk,One person,Perpendicular
SZTR/video/SZTRA103b02.mov,Fence Attack,00:01:04,15,00:00:12,Walk,Two People,Perpendicular
SZTR/video/SZTRA103b03.mov,Fence Attack,00:02:00,10,00:00:11,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA103b04.mov,Fence Attack,00:00:57,10,00:00:15,Run,One person,Diagonal
SZTR/video/SZTRA103b05.mov,Fence Attack,00:01:00,15,00:02:01,Run,One person,Perpendicular
SZTR/video/SZTRA103b06.mov,Fence Attack,00:01:05,30,00:00:13,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA103b07.mov,Fence Attack,00:01:05,30,00:00:09,Walk,One person,Diagonal
SZTR/video/SZTRA103b08.mov,Fence Attack,00:00:43,30,00:00:05,Run,One person,Perpendicular
SZTR/video/SZTRA103b09.mov,Fence Attack,00:01:06,30,00:00:09,Walk,One person,Perpendicular
SZTR/video/SZTRA103b10.mov,Fence Attack,00:00:52,30,00:00:19,Walk,Two People,Perpendicular
SZTR/video/SZTRA103b11.mov,Fence Attack,00:02:00,30,00:00:22,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA103b12.mov,Fence Attack,00:01:02,30,00:00:10,Crouch Walk,One person,Diagonal
SZTR/video/SZTRA103b13.mov,Fence Attack,00:01:06,15,00:00:16,Crawl,One person,Perpendicular
SZTR/video/SZTRA103b14.mov,Fence Attack,00:01:18,10,00:00:15,Body Drag,One person,Perpendicular
SZTR/video/SZTRA103b15.mov,Fence Attack,00:01:05,10,00:00:09,Run,One person,Perpendicular
SZTR/video/SZTRA103b16.mov,Fence Attack,00:00:52,10,00:00:06,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA103b17.mov,Fence Attack,00:00:32,10,00:00:12,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA104a01.mov,Fence Attack,00:01:25,30,00:05:14,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA104a02.mov,Fence Attack,00:01:10,15,00:00:17,Body Drag,One person,Perpendicular
SZTR/video/SZTRA104a03.mov,Fence Attack,00:01:00,30,00:00:04,Run,One person,Diagonal
SZTR/video/SZTRA104a04.mov,Fence Attack,00:01:00,15,00:00:07,Run,One person,Perpendicular
SZTR/video/SZTRA104a05.mov,Fence Attack,00:00:57,10,00:00:09,Walk,One person,Diagonal
SZTR/video/SZTRA104a06.mov,Fence Attack,00:01:05,10,00:00:46,Walk,One person,Perpendicular
SZTR/video/SZTRA104a07.mov,Fence Attack,00:01:05,10,00:00:10,Walk,Two People,Perpendicular
SZTR/video/SZTRA104a08.mov,Fence Attack,00:01:41,15,00:00:18,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA104a09.mov,Fence Attack,00:01:47,10,00:00:29,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA104a10.mov,Fence Attack,00:01:04,30,00:00:11,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA104a11.mov,Fence Attack,00:01:09,10,00:00:06,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA104a12.mov,Fence Attack,00:01:02,30,00:00:08,Walk,One person,Perpendicular
SZTR/video/SZTRA104a13.mov,,00:00:58,30,00:00:28,Walk,Two People,Perpendicular
SZTR/video/SZTRA104a14.mov,Fence Attack,00:01:02,30,00:00:13,Crawl,One person,Perpendicular
SZTR/video/SZTRA104a15.mov,Fence Attack,00:00:38,15,00:00:25,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA104b01.mov,Fence Attack,00:01:06,30,00:09:03,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA104b02.mov,Fence Attack,00:01:15,15,00:01:10,Crawl,One person,Perpendicular
SZTR/video/SZTRA104b03.mov,Fence Attack,00:00:54,10,00:00:39,Run,One person,Diagonal
SZTR/video/SZTRA104b04.mov,Fence Attack,00:00:59,10,00:00:47,Walk,One person,Perpendicular
SZTR/video/SZTRA104b05.mov,Fence Attack,00:00:54,10,00:00:36,Walk,Two People,Perpendicular
SZTR/video/SZTRA104b06.mov,Fence Attack,00:00:56,30,00:00:10,Crouch Walk,One person,Perpendicular
SZTR/video/SZTRA104b07.mov,Fence Attack,00:01:02,30,00:00:19,Crawl,One person,Perpendicular
SZTR/video/SZTRA104b08.mov,Fence Attack,00:00:57,10,00:00:19,Run,One person,Perpendicular
SZTR/video/SZTRA104b09.mov,Fence Attack,00:01:06,15,00:00:22,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA104b10.mov,Fence Attack,00:00:22,15,00:01:22,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA201a01.mov,Fence Attack,00:00:59,15,00:08:50,Walk,One person,Perpendicular
SZTR/video/SZTRA201a02.mov,Fence Attack,00:01:09,15,00:01:38,Walk,Two People,Perpendicular
SZTR/video/SZTRA201a03.mov,Fence Attack,00:01:24,10,00:01:17,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA201a04.mov,Fence Attack,00:01:15,10,00:00:16,Crouch Walk,One person,Perpendicular
SZTR/video/SZTRA201a05.mov,Fence Attack,00:01:00,30,00:00:09,Crouch Walk,One person,Perpendicular
SZTR/video/SZTRA201a06.mov,Fence Attack,00:01:15,15,00:00:03,Crawl,One person,Perpendicular
SZTR/video/SZTRA201a07.mov,Fence Attack,00:01:12,30,00:00:24,Crawl,One person,Perpendicular
SZTR/video/SZTRA201a08.mov,Fence Attack,00:00:56,30,00:00:06,Log Roll,One person,Perpendicular
SZTR/video/SZTRA201a09.mov,Fence Attack,00:00:47,30,00:00:01,Run,One person,Diagonal
SZTR/video/SZTRA201a10.mov,Fence Attack,00:01:04,15,00:00:15,Run,One person,Perpendicular
SZTR/video/SZTRA201a11.mov,Fence Attack,00:01:20,15,00:00:14,Walk,One person,Diagonal
SZTR/video/SZTRA201a12.mov,Fence Attack,00:01:07,30,00:00:22,Walk,One person,Perpendicular
SZTR/video/SZTRA201a13.mov,Fence Attack,00:01:06,30,00:00:26,Walk,Two People,Perpendicular
SZTR/video/SZTRA201a14.mov,Fence Attack,00:01:23,30,00:00:14,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA201a15.mov,Fence Attack,00:01:19,10,00:00:15,Crouch Walk,One person,Diagonal
SZTR/video/SZTRA201a16.mov,Fence Attack,00:01:30,10,00:00:15,Body Drag,One person,Perpendicular
SZTR/video/SZTRA201a17.mov,Fence Attack,00:01:16,15,00:00:10,Body Drag,One person,Perpendicular
SZTR/video/SZTRA201a18.mov,Fence Attack,00:01:15,30,00:00:15,Body Drag,One person,Perpendicular
SZTR/video/SZTRA201a19.mov,Fence Attack,00:01:00,10,00:00:06,Run,One person,Perpendicular
SZTR/video/SZTRA201a20.mov,Fence Attack,00:01:09,10,00:00:02,Run,One person,Perpendicular
SZTR/video/SZTRA201a21.mov,Fence Attack,00:01:05,30,00:00:06,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA201a22.mov,Fence Attack,00:00:55,10,00:01:10,Walk,One person,Perpendicular
SZTR/video/SZTRA201a23.mov,Fence Attack,00:00:51,10,00:01:08,Walk,Two People,Perpendicular
SZTR/video/SZTRA201a24.mov,Fence Attack,00:01:16,15,00:01:20,Creep Walk,One person,Diagonal
SZTR/video/SZTRA201a25.mov,Fence Attack,00:01:39,15,00:01:14,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA201a26.mov,Fence Attack,00:01:01,15,00:01:18,Crouch Walk,One person,Perpendicular
SZTR/video/SZTRA201a27.mov,Fence Attack,00:01:12,10,00:00:31,Crawl,One person,Perpendicular
SZTR/video/SZTRA201a28.mov,Fence Attack,00:01:09,10,00:00:56,Log Roll,One person,Perpendicular
SZTR/video/SZTRA201a29.mov,Fence Attack,00:00:53,30,00:01:13,Run,One person,Perpendicular
SZTR/video/SZTRA201a30.mov,Fence Attack,00:00:54,15,00:00:54,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA201a31.mov,Fence Attack,00:00:36,15,00:01:17,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA202a01.mov,Fence Attack,00:01:06,15,00:05:36,Walk,One person,Perpendicular
SZTR/video/SZTRA202a02.mov,Fence Attack,00:00:52,15,00:01:50,Walk,Two People,Perpendicular
SZTR/video/SZTRA202a03.mov,Fence Attack,00:01:15,10,00:00:09,Crouch Walk,One person,Perpendicular
SZTR/video/SZTRA202a04.mov,Fence Attack,00:00:59,15,00:00:09,Crawl,One person,Perpendicular
SZTR/video/SZTRA202a05.mov,Fence Attack,00:01:33,15,00:00:21,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA202a06.mov,Fence Attack,00:00:51,30,00:00:54,Run,One person,Perpendicular
SZTR/video/SZTRA202a07.mov,Fence Attack,00:00:52,15,00:00:02,Run,One person,Perpendicular
SZTR/video/SZTRA202a08.mov,Fence Attack,00:01:59,30,00:00:17,Creep Walk,One person,Diagonal
SZTR/video/SZTRA202a09.mov,Fence Attack,00:00:46,10,00:00:04,Run,One person,Perpendicular
SZTR/video/SZTRA202a10.mov,Fence Attack,00:00:44,30,00:00:08,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA202b01.mov,Fence Attack,00:01:04,30,00:04:59,Walk,One person,Perpendicular
SZTR/video/SZTRA202b02.mov,Fence Attack,00:00:59,30,00:00:19,Walk,Two People,Perpendicular
SZTR/video/SZTRA202b03.mov,Fence Attack,00:00:48,30,00:00:15,Crouch Walk,One person,Perpendicular
SZTR/video/SZTRA202b04.mov,Fence Attack,00:00:49,10,00:00:22,Run,One person,Perpendicular
SZTR/video/SZTRA202b05.mov,Fence Attack,00:01:01,15,00:00:06,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA202b06.mov,Fence Attack,00:00:53,10,00:00:01,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA202b07.mov,Fence Attack,00:01:00,30,00:00:53,Crawl,One person,Perpendicular
SZTR/video/SZTRA202b08.mov,Fence Attack,00:01:31,10,00:00:03,Body Drag,One person,Perpendicular
SZTR/video/SZTRA202b09.mov,Fence Attack,00:00:46,30,00:00:06,Run,One person,Perpendicular
SZTR/video/SZTRA202b10.mov,Fence Attack,00:02:08,10,00:00:09,Creep Walk,One person,Diagonal
SZTR/video/SZTRA202b11.mov,Fence Attack,00:00:56,10,00:00:08,Log Roll,One person,Perpendicular
SZTR/video/SZTRA202b12.mov,Fence Attack,00:00:49,30,00:00:12,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA202b13.mov,Fence Attack,00:00:20,10,00:00:19,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA203a01.mov,Fence Attack,00:00:55,15,00:05:19,Walk,One person,Perpendicular
SZTR/video/SZTRA203a02.mov,Fence Attack,00:01:06,15,00:00:08,Walk,Two People,Perpendicular
SZTR/video/SZTRA203a03.mov,Fence Attack,00:01:09,15,00:00:12,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA203a04.mov,Fence Attack,00:01:12,15,00:00:03,Run,One person,Perpendicular
SZTR/video/SZTRA203a05.mov,Fence Attack,00:01:02,10,00:00:05,Walk,One person,Perpendicular
SZTR/video/SZTRA203a06.mov,Fence Attack,00:00:58,10,00:00:03,Walk,Two People,Perpendicular
SZTR/video/SZTRA203a07.mov,Fence Attack,00:01:32,30,00:00:24,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA203a08.mov,Fence Attack,00:01:26,15,00:00:05,Body Drag,One person,Perpendicular
SZTR/video/SZTRA203a09.mov,Fence Attack,00:00:49,30,00:00:16,Run,One person,Perpendicular
SZTR/video/SZTRA203a10.mov,Fence Attack,00:01:00,10,00:00:02,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA203a11.mov,Fence Attack,00:01:10,15,00:00:10,Walk,One person,Diagonal
SZTR/video/SZTRA203a12.mov,Fence Attack,00:00:48,10,00:00:06,Crouch Walk,One person,Perpendicular
SZTR/video/SZTRA203a13.mov,Fence Attack,00:01:09,10,00:00:02,Crawl,One person,Perpendicular
SZTR/video/SZTRA203a14.mov,Fence Attack,00:01:07,30,00:00:06,Crawl,One person,Perpendicular
SZTR/video/SZTRA203a15.mov,Fence Attack,00:00:56,30,00:00:09,Log Roll,One person,Perpendicular
SZTR/video/SZTRA203a16.mov,Fence Attack,00:01:01,10,00:00:06,Run,One person,Perpendicular
SZTR/video/SZTRA203a17.mov,Fence Attack,00:00:26,30,00:00:10,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA203b01.mov,Fence Attack,00:01:00,15,00:06:13,Walk,One person,Perpendicular
SZTR/video/SZTRA203b02.mov,Fence Attack,00:01:04,15,00:00:12,Walk,Two People,Perpendicular
SZTR/video/SZTRA203b03.mov,Fence Attack,00:01:45,30,00:00:26,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA203b04.mov,Fence Attack,00:00:57,30,00:00:15,Run,One person,Diagonal
SZTR/video/SZTRA203b05.mov,Fence Attack,00:01:00,15,00:02:01,Run,One person,Perpendicular
SZTR/video/SZTRA203b06.mov,Fence Attack,00:01:05,10,00:00:13,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA203b07.mov,Fence Attack,00:01:05,10,00:00:09,Walk,One person,Diagonal
SZTR/video/SZTRA203b08.mov,Fence Attack,00:00:43,10,00:00:05,Run,One person,Perpendicular
SZTR/video/SZTRA203b09.mov,Fence Attack,00:01:07,10,00:00:08,Walk,One person,Perpendicular
SZTR/video/SZTRA203b10.mov,Fence Attack,00:00:54,10,00:00:17,Walk,Two People,Perpendicular
SZTR/video/SZTRA203b11.mov,Fence Attack,00:02:09,10,00:00:13,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA203b12.mov,Fence Attack,00:01:02,10,00:00:10,Crouch Walk,One person,Diagonal
SZTR/video/SZTRA203b13.mov,Fence Attack,00:01:06,15,00:00:16,Crawl,One person,Perpendicular
SZTR/video/SZTRA203b14.mov,Fence Attack,00:01:15,30,00:00:18,Body Drag,One person,Perpendicular
SZTR/video/SZTRA203b15.mov,Fence Attack,00:01:05,30,00:00:09,Run,One person,Perpendicular
SZTR/video/SZTRA203b16.mov,Fence Attack,00:00:52,30,00:00:06,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA203b17.mov,Fence Attack,00:00:29,30,00:00:13,Walk With Ladder,One person,Perpendicular
SZTR/video/SZTRA204a01.mov,Fence Attack,00:01:33,10,00:05:06,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA204a02.mov,Fence Attack,00:01:10,15,00:00:17,Body Drag,One person,Perpendicular
SZTR/video/SZTRA204a03.mov,Fence Attack,00:01:01,10,00:00:03,Run,One person,Diagonal
SZTR/video/SZTRA204a04.mov,Fence Attack,00:01:00,15,00:00:07,Run,One person,Perpendicular
SZTR/video/SZTRA204a05.mov,Fence Attack,00:00:56,30,00:00:10,Walk,One person,Diagonal
SZTR/video/SZTRA204a06.mov,Fence Attack,00:01:03,30,00:00:48,Walk,One person,Perpendicular
SZTR/video/SZTRA204a07.mov,Fence Attack,00:01:04,30,00:00:11,Walk,Two People,Perpendicular
SZTR/video/SZTRA204a08.mov,Fence Attack,00:01:40,15,00:00:19,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA204a09.mov,Fence Attack,00:01:39,30,00:00:37,Creep Walk,One person,Perpendicular
SZTR/video/SZTRA204a10.mov,Fence Attack,00:01:05,10,00:00:10,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA204a11.mov,Fence Attack,00:01:09,30,00:00:06,Crouch Run,One person,Perpendicular
SZTR/video/SZTRA204a12.mov,Fence Attack,00:01:03,10,00:00:07,Walk,One person,Perpendicular
SZTR/video/SZTRA204a13.mov,Fence Attack,00:00:59,10,00:00:27,Walk,Two People,Perpendicular
SZTR/video/SZTRA204a14.mov,Fence Attack,00:01:06,10,00:00:09,Crawl,One person,Perpendicular
SZTR/video/SZTRA204a15.mov,Fence Attack,00:00:39,15,00:00:24,Walk With Ladder,One person,Perpendicular
